report_id,family_id,report_date,borough,child_age,child_race_ethnicity,allegation_type,reporter_type,reporter_accuracy_score,assigned_caseworker_id,caseworker_caseload,narrative,outcome
SCR000897,FAM00349,2024-05-07,Bronx,9,Multiracial,Emotional Abuse,Daycare/Childcare,0.302,CW0032,50,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000898,FAM00229,2022-08-03,Bronx,2,Black/African American,Neglect - Educational,School/Educational Staff,0.222,CW0062,79,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000899,FAM00270,2021-07-25,Bronx,9,Hispanic/Latino,Emotional Abuse,Hospital/Medical,0.409,CW0067,69,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000900,FAM00291,2022-02-02,Bronx,9,Multiracial,Physical Abuse,Neighbor/Community,0.164,CW0061,41,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000901,FAM00165,2022-08-30,Queens,1,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.291,CW0013,44,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000902,FAM00005,2022-04-11,Brooklyn,0,Unknown,Neglect - Inadequate Food/Clothing/Shelter,Daycare/Childcare,0.361,CW0047,44,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000903,FAM00379,2023-01-10,Brooklyn,12,Hispanic/Latino,Neglect - Inadequate Supervision,Daycare/Childcare,0.421,CW0054,46,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000904,FAM00078,2022-01-03,Brooklyn,6,Unknown,Emotional Abuse,Law Enforcement,0.365,CW0071,63,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000905,FAM00410,2022-09-12,Bronx,0,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Social Service Provider,0.339,CW0052,73,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000906,FAM00574,2021-01-29,Bronx,17,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.456,CW0072,64,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000907,FAM00132,2024-12-21,Manhattan,0,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.448,CW0025,68,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000908,FAM00601,2023-12-30,Staten Island,10,Black/African American,Domestic Violence Exposure,School/Educational Staff,0.279,CW0023,67,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000909,FAM00042,2021-09-17,Queens,17,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.425,CW0074,43,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000910,FAM00089,2022-07-16,Bronx,3,Black/African American,Neglect - Medical,School/Educational Staff,0.337,CW0030,34,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000911,FAM00402,2021-04-04,Queens,1,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.364,CW0011,59,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000912,FAM00296,2021-04-22,Queens,1,Hispanic/Latino,Neglect - Educational,Anonymous,0.203,CW0035,33,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000913,FAM00295,2024-02-08,Queens,4,White,Neglect - Inadequate Supervision,Neighbor/Community,0.252,CW0027,44,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000914,FAM00616,2022-08-22,Brooklyn,1,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.274,CW0067,68,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000915,FAM00526,2024-11-29,Brooklyn,10,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.43,CW0047,64,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000916,FAM00637,2021-09-16,Brooklyn,0,Hispanic/Latino,Neglect - Educational,Family Member,0.252,CW0050,74,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000917,FAM00422,2024-07-30,Bronx,7,Black/African American,Neglect - Medical,School/Educational Staff,0.283,CW0008,39,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000918,FAM00023,2023-10-03,Bronx,17,Black/African American,Sexual Abuse,School/Educational Staff,0.334,CW0055,31,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000919,FAM00575,2021-07-30,Bronx,13,Black/African American,Physical Abuse,School/Educational Staff,0.318,CW0077,73,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000920,FAM00143,2021-01-26,Brooklyn,9,Multiracial,Neglect - Educational,Law Enforcement,0.307,CW0042,53,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Still Open
SCR000921,FAM00145,2024-03-21,Manhattan,4,White,Neglect - Educational,School/Educational Staff,0.333,CW0067,57,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000922,FAM00225,2022-08-06,Brooklyn,9,Black/African American,Neglect - Educational,Neighbor/Community,0.125,CW0020,51,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000923,FAM00503,2023-08-20,Bronx,7,Hispanic/Latino,Physical Abuse,Hospital/Medical,0.467,CW0045,73,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000924,FAM00616,2023-09-08,Staten Island,5,Hispanic/Latino,Neglect - Medical,Shelter Staff,0.246,CW0035,61,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000925,FAM00104,2023-06-22,Staten Island,1,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.302,CW0077,60,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Still Open
SCR000926,FAM00039,2022-11-29,Queens,14,Hispanic/Latino,Neglect - Educational,Shelter Staff,0.349,CW0020,48,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000927,FAM00198,2022-01-13,Staten Island,6,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Law Enforcement,0.405,CW0024,50,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000928,FAM00646,2021-04-16,Brooklyn,2,Black/African American,Neglect - Inadequate Supervision,Daycare/Childcare,0.296,CW0057,32,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000929,FAM00579,2022-06-02,Staten Island,4,Black/African American,Neglect - Inadequate Supervision,Daycare/Childcare,0.299,CW0055,35,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000930,FAM00391,2023-09-06,Bronx,5,Hispanic/Latino,Physical Abuse,Shelter Staff,0.25,CW0009,61,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000931,FAM00179,2021-08-22,Brooklyn,13,Multiracial,Physical Abuse,Family Member,0.24,CW0016,31,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000932,FAM00554,2021-05-14,Bronx,11,Hispanic/Latino,Neglect - Educational,Anonymous,0.158,CW0055,53,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000933,FAM00448,2023-04-01,Bronx,12,White,Neglect - Educational,Daycare/Childcare,0.308,CW0072,74,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Still Open
SCR000934,FAM00500,2023-10-05,Bronx,0,Unknown,Domestic Violence Exposure,School/Educational Staff,0.252,CW0058,56,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000935,FAM00015,2021-06-01,Manhattan,5,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.324,CW0064,38,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000936,FAM00623,2024-03-27,Queens,6,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.301,CW0076,42,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000937,FAM00289,2024-07-13,Brooklyn,0,Hispanic/Latino,Neglect - Educational,Law Enforcement,0.488,CW0049,43,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000938,FAM00478,2024-11-06,Bronx,3,Unknown,Neglect - Educational,Hospital/Medical,0.422,CW0029,40,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000939,FAM00231,2021-04-20,Queens,12,Unknown,Neglect - Inadequate Supervision,Hospital/Medical,0.511,CW0079,43,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000940,FAM00420,2021-11-07,Manhattan,1,Hispanic/Latino,Emotional Abuse,Family Member,0.161,CW0007,45,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000941,FAM00157,2021-11-02,Brooklyn,7,Black/African American,Neglect - Inadequate Supervision,Family Member,0.141,CW0077,39,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000942,FAM00550,2024-02-27,Manhattan,2,White,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.164,CW0069,49,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000943,FAM00441,2022-09-15,Bronx,0,Black/African American,Physical Abuse,Hospital/Medical,0.479,CW0002,45,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000944,FAM00097,2021-06-24,Brooklyn,3,White,Neglect - Inadequate Food/Clothing/Shelter,Daycare/Childcare,0.438,CW0033,63,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000945,FAM00411,2022-05-24,Queens,17,Multiracial,Sexual Abuse,School/Educational Staff,0.271,CW0048,45,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000946,FAM00289,2021-08-31,Bronx,12,Hispanic/Latino,Sexual Abuse,School/Educational Staff,0.287,CW0037,43,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000947,FAM00254,2024-02-17,Brooklyn,16,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.252,CW0030,57,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000948,FAM00196,2023-05-03,Queens,6,Hispanic/Latino,Emotional Abuse,Hospital/Medical,0.329,CW0041,47,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000949,FAM00598,2024-05-26,Manhattan,1,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.456,CW0004,55,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000950,FAM00522,2024-05-05,Bronx,7,Black/African American,Domestic Violence Exposure,Anonymous,0.151,CW0039,67,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000951,FAM00517,2024-06-20,Bronx,6,White,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.311,CW0024,36,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000952,FAM00635,2022-04-08,Bronx,13,Multiracial,Domestic Violence Exposure,Daycare/Childcare,0.28,CW0050,74,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000953,FAM00118,2023-12-07,Manhattan,1,Unknown,Emotional Abuse,Shelter Staff,0.362,CW0037,63,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000954,FAM00159,2023-02-19,Brooklyn,6,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.395,CW0053,76,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000955,FAM00228,2023-07-12,Bronx,1,Asian,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.307,CW0025,78,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000956,FAM00216,2023-06-26,Staten Island,4,White,Domestic Violence Exposure,Hospital/Medical,0.347,CW0031,74,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Still Open
SCR000957,FAM00015,2022-09-01,Brooklyn,11,Black/African American,Sexual Abuse,Law Enforcement,0.37,CW0038,36,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000958,FAM00157,2024-04-20,Bronx,6,Black/African American,Neglect - Educational,Hospital/Medical,0.435,CW0058,62,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000959,FAM00648,2023-05-29,Brooklyn,5,Black/African American,Physical Abuse,School/Educational Staff,0.326,CW0053,64,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000960,FAM00261,2022-09-18,Manhattan,5,Multiracial,Neglect - Inadequate Supervision,School/Educational Staff,0.318,CW0050,79,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000961,FAM00157,2024-03-10,Bronx,6,Hispanic/Latino,Neglect - Educational,Shelter Staff,0.305,CW0004,68,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000962,FAM00047,2024-06-25,Bronx,12,White,Neglect - Inadequate Supervision,Family Member,0.163,CW0052,50,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000963,FAM00324,2021-05-04,Queens,15,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.43,CW0031,78,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000964,FAM00130,2024-06-02,Brooklyn,16,White,Emotional Abuse,Daycare/Childcare,0.356,CW0078,57,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000965,FAM00411,2021-07-23,Brooklyn,12,Black/African American,Neglect - Inadequate Supervision,Law Enforcement,0.392,CW0014,61,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000966,FAM00095,2022-03-02,Brooklyn,4,Black/African American,Emotional Abuse,Neighbor/Community,0.184,CW0001,73,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000967,FAM00627,2024-07-05,Bronx,10,Hispanic/Latino,Neglect - Educational,Anonymous,0.076,CW0043,45,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000968,FAM00292,2022-03-09,Bronx,6,Black/African American,Neglect - Inadequate Supervision,Shelter Staff,0.214,CW0059,39,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000969,FAM00283,2022-06-26,Brooklyn,3,White,Neglect - Inadequate Supervision,Law Enforcement,0.269,CW0061,52,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000970,FAM00069,2024-09-14,Bronx,13,Black/African American,Neglect - Inadequate Supervision,Family Member,0.261,CW0041,77,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000971,FAM00011,2021-06-16,Bronx,0,Hispanic/Latino,Neglect - Educational,Hospital/Medical,0.461,CW0018,79,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000972,FAM00254,2021-11-18,Queens,15,Hispanic/Latino,Neglect - Educational,Hospital/Medical,0.462,CW0060,44,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
